Award ID,Year,Award Category,Program,State/Province (Abbrev) (Organization) (Organization),FIPS Code (Organization) (Organization),Organization Name (Organization) (Organization),Abstract of the Program,Status Reason
AWD-003095,2023,Health,Oxford Families and Local Business ,MI,26125,Oakland County,"Oakland County was home to a tragedy on November 30, 2021, when a student at Oxford High
School shot and killed four fellow students while injuring seven others, including a teacher. In
response to this crisis, the Oakland County Board of Commissioners established the Oxford
Response Ad Hoc Committee to focus on ways in which the county could support the
community. Per the recommendation of the committee, the Board quickly dedicated funds to
support the community’s economic recovery as it came together to heal. This response included
the Mental Health Assistance for Oxford Families Insurance Co-pay and Deductible Relief
Program, which was a funding assistance program that helped members of the school
community pay for mental health related expenses. Additionally, the Oxford Area Economic
Recovery Program provided grants to organizations and businesses that provided indispensable
assistance to the community following the shooting. Through this collective response, the
county distributed $158,693 to reimburse those impacted for mental health care costs and
$100,000 to businesses to support the region’s recovery. This response was in addition to the
Board’s Anti-Violence Initiative, which is committed to actions that may help prevent a tragedy
like this from happening again.",Awarded
AWD-003096,2023,Civic Education and Public Information,Building Trust in Elections Through an Innovative Voter Outreach Program,AZ,04013,Maricopa County,"Maricopa County, the 2nd largest voting jurisdiction in the country and one of the fastest growing, serves 4.4 million residents and 2.5 million active voters. The Maricopa County Elections Department (the Department) launched a Voter Outreach Program (the Program) in 2022 to improve voter education, bolster stakeholder relationships, provide recruitment opportunities and build trust and transparency in the elections. The Program was designed to combat the persistent false narrative about election fraud occurring in voting processes and within Maricopa County. The dedicated team in the Program provides residents with easy access to election information through in-person and virtual events, newsletters, questions and answer sessions, and online content.  In 2022 we conducted 70 in-person events and tours of Tabulation and Elections Center spending over 140 hours educating voters from across the political spectrum. We hosted 23 virtual presentations so residents could participate remotely and/or watch the event later at a time that was convenient for their schedule. The Program also launched a monthly Just the Facts Newsletter and grew readership from a few thousand voters to tens of thousands within a few months. The Program served thousands of voters and was designed, on a limited budget which is easily replicated. ",Awarded
AWD-003097,2023,Civic Education and Public Information,Let's Talk Albemarle: Pop-Ups and Participation,VA,51003,Albemarle County,"Inclusion, accessibility, intention, trust, and creativity are key principles that guide our public engagement efforts. The “Let’s Talk Albemarle” van was designed to build relationships, increase community participation, and create a space for the exchange of information and ideas.  Our vision for this project was to employ the practice of creative placemaking for community members to be civically engaged and be regularly invited into communities to create space for residents to share their perspectives and expertise in a street-level context. Let’s Talk Albemarle is an engagement tool that expands our capacity to listen, build trust, and increase public participation.

Designed to meet people where they are, the mobile field office is an innovative approach to providing public engagement opportunities in outdoor locations. The big, and unmistakable, yellow and white van “pops-up” in a variety of locations to share information, distribute materials, and host project-based community conversations and workshops. The van helps us increase connection with our community in an accessible, fun, and creative way. 
Launched during the pandemic, the Let’s Talk Albemarle van was a key component of our engagement efforts. Starting with the drive-thru distribution of masks and community outreach kits, the van created a convenient and safe place for community members to receive information about County assistance efforts, CDC guidance, and supplies like masks and sanitizer. 

The goals for this community engagement effort include:
•	Conduct Outreach and Share Information
•	Create Inclusive, Welcoming, and Delightful Opportunities to Engage
•	Reduce Barriers to Participation
•	Build Relationships with Community Members
•	Foster New Collaboration & Partnership Opportunities

In Albemarle County, the Let’s Talk Albemarle van has increased the visibility of local government around the county, increased the public’s awareness and participation of local government projects and programs, and has helped us build relationships in new ways. Since its launch in April 2021, the van reached thousands of community members over 50 pop-ups in 30 locations, on a budget of $100,000 (to acquire, upfit, and outfit the van).
",Awarded
AWD-003102,2023,Information Technology,Community Services Homeless Point-in-Time Survey,FL,12099,Palm Beach County,"The Palm Beach County Board of County Commissioners has identified Six Strategic Priorities that are to be addressed, one of which is Housing & Homelessness.  The Homeless Point-in-Time Count is a one-day census of people experiencing homelessness conducted by local governments and charitable organizations across the nation. The Homeless Point-in-Time Count solution delivers a set of capabilities that help you conduct point-in-time counts, visualize the extent of homelessness, and share homelessness reports with the U.S. Department of Housing and Urban Development (HUD) quickly and efficiently. This application has increased the effectiveness of conducting the annual unsheltered Homeless Point-In-Time Count and provides County administrative staff insights into the current state of the unsheltered Homeless in Palm Beach County.  Palm Beach County conducted the Point-in-Time Count using this application initially from noon February 24 – noon on February 25, 2022.  This year we again used the application to do our Homeless Point-in–Time Count from noon on January 26, through noon on January 27, 2023. ",Awarded
AWD-003103,2023,Health,Mental Health Emergency Center,WI,55079,Milwaukee County,"The Mental Health Emergency Center (MHEC) is a joint venture between Milwaukee County and the area’s four health systems: Advocate Aurora Health, Ascension Wisconsin, Children’s Wisconsin and Froedtert Health. Just one component in the broader array of mental health services in Milwaukee County, the center serves as a national model for emergency crisis care that is patient-centered, recovery-oriented, and culturally informed.
The MHEC offers 24/7 crisis mental health assessment, stabilization, treatment, and transition care management for children, adolescents and adults. There is a separate treatment area for child and adolescent patients, as well as a separate entrance for those arriving via law enforcement. The center provides a therapeutic environment for both voluntary and involuntary patients and facilitates the timely transfer for those under law enforcement custody to the care of highly trained, compassionate mental health professionals. 

The intended outcomes of this program are that there will be an increase of patients assessing behavioral health care, an increase of participants accessing behavioral health care from vulnerable zip codes, and there will be an increase of the community’s awareness and accessibility of service locations.  
",Awarded
AWD-003105,2023,Criminal Justice and Public Safety,Milwaukee County Credible Messenger Program,WI,55079,Milwaukee County,"The Credible Messenger Program is a community-based approach to youth justice prevention and intervention that focuses on transformative mentoring and restorative justice in action. Credible Messengers are deployed across the community from multiple community-based organizations and have been trained through the Professional Community Intervention Training Institute. They have shared life experience with the youth they are mentoring and focus on an Intervention or Prevention Track, supporting justice-involved youth or young people identified as high-risk by the community. The program partners with five community-based organizations, including 414 LIFE, Milwaukee Christian Center, Running Rebels, Westcare, and Youth Advocate Program. Each partner organization has a unique area of focus. Credible Messenger is available 24/7 to respond to the needs of high-risk youth, their families, and incidents of community level trauma. Credible Messenger is visible community responders who can engage youth in neighborhood settings, empowering the community to use available resources to maintain public safety. The intended outcomes of this program are to reduce recidivism and increase positive youth engagement through a support system through a network of mentors. To date, a total of 105 youth has received intervention and/or prevention services. Of the 65 youth that received intervention services, 50 youth have not reoffended.",Awarded
AWD-003106,2023,Information Technology,Milwaukee County Electronic Patient Care Records System,WI,55079,Milwaukee County,"The Milwaukee County Emergency Medical Services (EMS) system, which is administered and supported by the Milwaukee County Office of Emergency Management (OEM), is committed to improving patient care and the overall health of our community. 

Milwaukee County OEM is leading the charge in the creation of a universal, county-wide electronic patient care system (ePCR). By moving towards a consolidated patient care reporting system with common nomenclature and common training for the EMS providers we are positioning ourselves to better inform our system, our providers and our partners in the healthcare setting. Our new ePCR will reduce data entry errors, utilize common nomenclature leading to higher data quality and create operational efficiently within the EMS system leading be better patient care. 

Milwaukee County’s ePCR is the first step in creating a database/reporting system, accessible by health care professionals from dispatch to discharge. This project is the first step in a future state of emergency health care that will allow Milwaukee County to be more equitable in our response to the needs of our patients.  
",Awarded
AWD-003107,2023,Civic Education and Public Information,Milwaukee County Strategy Dashboard,WI,55079,Milwaukee County,"In 2018 Milwaukee County declared racism to be a public health crisis and created the vision that “by achieving racial equity, Milwaukee will be with healthiest county in Wisconsin.” To achieve this bold goal the County is focusing on three strategic focus areas including: creating intentional inclusion, bridging the gap and investing in equity. The County Strategy Dashboard was created as a performance management tool to hold us, Milwaukee County, accountable to achieving our vision. In partnership with outside organizations, the dashboard showcases metrics that are essential to measuring the health of our county, which we are working to improve. The dashboard provides transparency to our progress on three key areas that will lead to a heathier community: institutional practices, living conditions and health outcomes. In addition, the Strategy Dashboard is utilized by internal departments to identify historical trends to assist in identifying areas of concern that may be used to inform them of new strategies, policies or initiatives to be focused on.",Awarded
AWD-003108,2023,Parks and Recreation,Milwaukee Parks Foundation,WI,55079,Milwaukee County,"The Milwaukee County Parks System is comprised of parks, facilities, and services, it directly benefits residents and visitors by providing opportunities for recreation, health, wellness, environmental stewardship, and improved quality of life. Milwaukee County Parks manages over 15,000 acres including 154 parks, 11 parkways, and over 135 miles of trails, requiring an annual budget of over $20.8M. The system offers year-round recreation activities located throughout the county.

However, unless something changes by 2027, Milwaukee County will not have adequate local dollars to support quality-of-life services, including its award-winning parks system. 

Recognizing this stark reality, Milwaukee County worked with private partners to found the Milwaukee Parks Foundation (MPF) in 2019 to engage our community to collectively steward a thriving parks system. Only three years into operating, MPF has invested more than $500,000 into Milwaukee County Parks, brought 1,375+ individuals into parks for programming and events, leveraged 1,562+ volunteer hours, and grown their digital and partnership audience to more than 3,100 people.

A critical component of MPF’s work is promoting equity and inclusivity across the parks system. This innovative public-private partnership leverages community power and philanthropic support to ensure the long-term success of the irreplaceable assets within the parks system.
",Awarded
AWD-003109,2023,Information Technology,Fleet Management Rental Reservation System,FL,12099,Palm Beach County,"To save costs on buying and maintaining vehicles, Fleet Management offers rental vehicles on an hourly, daily or monthly basis. In FY 22, we managed 150 rentals and have been evaluating the possibility of expanding to other locations. Our process to obtain a rental was antiquated, and required the completion of paper forms, obtaining approval of an authorized signor, and then emailing the documents to the Fleet offices. This often 
caused delays in securing a vehicle, if the authorized signor was not available, or if the backup signor was not known by the rental requestor. In addition, the process of scanning the forms and emailing them, made the entire process; unnecessarily cumbersome. Therefore, Fleet, along with our IT Department programmer, set out to create our own in-house automated system to allow customers to enter in their rental requests using our Fleet Information System. The request would automatically route to the selected authorized signor for approval, and then to Fleet for administration. This system has allowed us to streamline the process, eliminate duplicate entries, eliminate the use of paper forms, and provided information previously not available to customers. Also, it allowed customers the ability to create and manage requests from anywhere.",Awarded
AWD-003110,2023,Criminal Justice and Public Safety,The Reentry Support Team (RST),CA,06071,San Bernardino County,"The San Bernardino County Public Defender’s Office (SBCPD) created the Reentry Support Team (RST) to build a robust reentry support network to support clients with housing, medical, mental health, substance abuse, and any other needs upon release from incarceration.  The RST established a collaboration with the California Department of Corrections and Rehabilitation (CDCR) Inland Empire Region’s Department of Parole Division (DAPO) to share reentry resources and work cohesively on creating individual reentry plans to provide the most comprehensive support available.  By sharing resources, RST achieves its goal to promote public safety and reduce recidivism in San Bernardino County.  ",Awarded
AWD-003111,2023,Criminal Justice and Public Safety,The Parent and Child Connection (PACC),CA,06071,San Bernardino County,"The Parent and Child Connection (PACC) is a collaborative program between the San Bernardino Sheriff’s Department and the San Bernardino Public Defender’s Office. It provides an opportunity for incarcerated parents to record themselves reading a book to their child, and then the book and the recording are sent to the child. 
The program is designed to maintain and strengthen the parent/child bond and encourage literacy. 
Kids who are not able to read to are less prepared for school, are at risk for poor language development, and are more likely to need remedial or special education classes. In turn, they are more likely to drop out of school, struggle to find employment, and may run a higher risk of living in poverty and ending up incarcerated themselves. 
",Awarded
AWD-003113,2023,Information Technology,Animal Care & Control - Field Officer Application,FL,12099,Palm Beach County,Palm Beach County Animal Care and Control (ACC) uses third-party software to manage most aspects of the services they provide to county residents.  Field Officer is a companion application to that software that provides a number of quality-of-life enhancements for animal care officers.,Awarded
AWD-003115,2023,Information Technology,Comprehensive Emergency Medical Plan (CEMP) Portal,FL,12099,Palm Beach County,"Palm Beach County’s Division of Emergency Management is required through State statute to perform annual reviews of Comprehensive Emergency Management Plans submitted by facilities throughout the county licensed by Florida’s Agency for Healthcare Administration (AHCA).  Comprehensive Emergency Management Plans are critical to emergency planning and response, both for the facility as well as the County’s Emergency Management coordinators.  ",Awarded
AWD-003116,2023,Information Technology,PBC Community Connect Mobile App,FL,12099,Palm Beach County,"To improve the communication between residents and their Community Representatives, Palm Beach County is offering our residents a new service called “Connect PBC”. Connect PBC is a mobile application that can empower residents to be in immediate 2-way, GEO-targeted communication with the Government for a host of services right from their mobile devices. Service requests ranging from trash collection, traffic light or sign repairs, high grass reporting, road repair needs, or simply making questions and comments to county representatives are some of the features accessible to our community using Connect PBC. Palm Beach County also created a staff site called “Community Connect,” where office staff can manage service requests submitted by users using the Connect PBC application.
Users will be able to:
•	Download the free App on Apple iOS and Android operating systems. 
•	Easily report incidents/issues of public concern through the Connect PBC app. 
•	Report any incident/issue by creating a service request from the App.
•	Use the map feature to point to the exact location of the incident/issue’s spot.
•	Submit a picture or video with the service request.
•	Provide updates on an existing service request.
•	View assigned agency responses and progress on a service request.
•	Stay informed of current and future events happening in Palm Beach County through Bulletins.
•	Receive mobile notifications of important news and activities in Palm Beach County. 

Staff will be able to manage submitted service requests as they are received. Service requests are also called “Tips,” in the mobile App. Staff will be able to:
•	Create follow-ups.
•	Review users’ attachments, such as images or videos.
•	Send messages to users with current updates.
•	Review submitted tips linked with existing community projects.
•	Review the Work Log from tip origination.
•	Change tips status as needed.",Awarded
AWD-003118,2023,Information Technology,Building Compliance and Inspection Tracking System (eField Application),FL,12099,Palm Beach County,"The eField application extends the back office ePZB Building Application into the mobile workforce to improve efficiency and customer service. These solutions effectively eliminate paper, increase convenience, reduce errors, and bring real-time information to Building Inspectors in the field. The eField application enables field personnel (Building Inspectors) to access their daily schedule or itinerary remotely. It gives inspectors the option to retrieve permits and historical records related to their assigned inspections. eField automatically sends inspection results, violations, and comments back to the office system and enables inspectors to generate on-site inspection results or violation notices. Inspectors are constantly updated on inspection assignments and routing changes, whether the device is connected wirelessly or outside any wireless network range. The eField application is a progressive web application, which means it works on all devices ranging from desktop, laptop, tablet and mobile phones. The eField application gets updated automatically with latest updates without users needing to do any downloads or Admins needing to push any updates.",Awarded
AWD-003119,2023,Information Technology,Enterprise Contract Management System (eCMS),FL,12099,Palm Beach County,"The Information Systems Services (ISS) Department, in collaboration with the Office of Equal Business Opportunity (OEBO), has developed an online Enterprise Contract Management System (eCMS).
The Enterprise Application is used by all County departments' Fiscal and Contract Specialists to track their assigned department contracts, ensure EBO compliance, and confirm that program outcomes and contract requirements are met. The Application employs the latest technologies, and county departments' Fiscal Specialists and Small Business Contract specialists can access the system 24/7 on various devices such as PCs, tablets, and phones.

Benefits of the system are:

•	The Application is Enterprise and used by all County departments.
•	eCMS interfaces with the County's Advantage financial system and downloads all expense contracts, contract amendments, POs (work orders, change orders), Payments and Vendors on a daily bases.
•	eCMS interfaces with the Certified Directory (EBO Admin) system to get current vendor and their - SBE certification status.   
•	There is a Dashboard webpage that will allow easy access to open Advantage contracts to be maintained quickly. 
•	eCMS displays Advantage reconciliation data on the Invoice Details webpage, which allows access to this data easier than viewing it in Advantage    
•	Lead Departments and Small Business Contract specialists will monitor S/M/WBE participation monthly/quarterly to ensure compliance with the proposed commitment entered from Schedule form(s). 
•	The Application allows user departments to enter Schedule 2 (Sub-Contractor/Sub-Consultant participation goal) and Schedule 4 (Sub-Contractor/Sub-Consultant payment) information.  
•	Contracts, BCC Resolution documents, and all Schedules are scanned and uploaded into eCMS, allowing easy access to these documents for authorized departments to view. 
•	Allows the Small Business Contract Specialist to run an audit of S/M/WBE participation in project completion because of the new reports that are available to EBO. 
•	Small Business Contract Specialists now can analyze and compile the data for statistical purposes.
•	Visual graphs 

The system went live on 01/02/2022.
https://pbc.pbcgov.org/eCMS/",Awarded
AWD-003121,2023,Information Technology,Water Utilities - AMI Meter Replacement and Management System,FL,12099,Palm Beach County,"Palm Beach County Water Utilities Department planned to upgrade its Eastern Region service area with Advanced Metering Infrastructure (AMI).  The new infrastructure gives PBC Water Utilities Department the ability to alert their customers of a leak immediately.  There were over 190,000 meters that were required to be changed out. PBC Water Utilities Department hired two different contractors to work simultaneously to perform the manual labor. In order for the contractors to retrieve and return the meter data, a new application, entitled “AMI Meter Change Out”, in the Customer Information System (CIS) was created and implemented.  The new addition provided Water Utilities Department employees the capability to plan, generate, and review for accuracy of the meters the contractors were required to replace.",Awarded
AWD-003122,2023,Human Services,AND Navigator Program,CO,08041,El Paso County,"In the El Paso County Department of Human Services AND Navigator Program, three DHS staff are dedicated to helping clients go through the application process for Aid to the Needy Disabled program (AND). Specifically, they assist applicants and recipients in completing the SSI application and/or appeals process by gaining protected filing dates and submitting completed application packets to Social Security Administration (SSA). These are clients who would struggle to navigate the process on their own because of their disabilities and life situations. The Navigator Program supports clients' immediate and long-term stability by connecting them to AND as they await a determination for Social Security benefits. Ideally, the program also results in an increase in the success rate of individuals making it through the Social Security appeals process. Transitioning clients from the State AND program to federal Social Security Benefits often ultimately leads to an increase in monthly income for these clients, reduces the reliance on local programs, and helps drive federal dollars back into our community.",Awarded
AWD-003123,2023,Civic Education and Public Information,CITIZEN CONNECT PUBLIC ENGAGEMENT PROGRAM,CO,08041,El Paso County," El Paso County, Colorado is the largest county in the State with over 755,000 residents and spans a landmass larger than the State of Delaware. With that size comes a great demand for services, whether that be for help from their elected officials or from high-impact infrastructure departments, such as transportation or parks. However, residents often don’t know where to ask their questions or report a service issue. To keep up with increased demands for help, El Paso County provides both a mobile app and a website called Citizen Connect where the user is automatically connected with the County Department or other municipality responsible to meet their specific need. Citizen Connect allows people to connect directly with their County Commissioner or submit service requests for any road or park related issue, among other services. The County benefits because elected leaders and staff can efficiently respond to an issue and track data in real time. The residents benefit from additional transparency and accountability. Citizen Connect is a win-win. ",Awarded
AWD-003124,2023,Information Technology,EZ Inspect App,CA,06071,San Bernardino County,"In the summer of 2022, San Bernardino County Land Use Services Department launched its own building inspection application called EZ Inspect. This application took nearly a year of careful planning and testing before it was released to the public in June of 2022. In 2021, the County issued an informal RFP for virtual inspection services, realizing that virtual building inspections were eventually going to be the norm in the industry. The County partnered with CityGovApp, and quickly realized that they could develop something that was more than just a virtual inspection application. Not only would contractors be able to schedule an inspection using the app, but they could also do a self-inspection/certification using the app (for certain inspection types using checklists built into the app.  They could also utilize virtual inspections and receive the inspection report in real time.  EZ Inspect is very robust and quickly transformed into the inspection platform for all inspections, such as site, virtual and self-inspections.",Awarded
AWD-003125,2023,Human Services,Post-TANF Program,CO,08041,El Paso County,"The Post-TANF Program was designed to aid former TANF recipients in successfully transitioning off the program as they enter the workforce.  The program provides up to six additional months of program benefits following a case closure for earned income.  During this period families receive transitional services, financial supports and incentives, and individualized case management services to transition them toward long-term self-sufficiency.  In addition to these general supports, families maintain access to a dedicated staff member for crisis planning and financial supports to further aid in secure and stable transitions. Families that meet the program criteria are referred, opt into the program, and are committed to engaging in monthly case management activities to support stability and continuous employment.",Awarded
AWD-003126,2023,Information Technology,Property Appraiser Tangible Asset E-file Application,FL,12099,Palm Beach County,"Tangible return filing is required if you own property used for commercial purposes not included in your business's real property's assessed value. Business tangible assets such as furniture and equipment, tools, supplies, machines, and leasehold improvements valued at more than $25,000 are subject to ad valorem taxes. All businesses must file a Tangible Personal Property Tax Return (Form DR 405) annually by April 1st (Florida Statutes 193.062). 
Information Systems Services (ISS) Department has developed a robust and secure web application for Palm Beach County Business Owners to e-file their tangible personal property tax return. 
Palm Beach County homeowners can access the application from the comfort of their homes and businesses 24/7.
The Tangible Return E-file application went live in April 2020.
The URL for the application is https://secure.co.palm-beach.fl.us/tangefile ",Awarded
AWD-003128,2023,"Arts, Culture and Historic Preservation",Art at the Library: Synergy and Opportunity,FL,12086,Miami-Dade County,"“Art at the Library: Synergy and Opportunity” is an art education initiative of the Miami-Dade Public Library System (MDPLS) that brings free art classes to young patrons enrolled in the library’s Homework Help & Tutoring Program, to inform and inspire them to create and understand visual art using a variety of mediums. 

Our desire is to expose young people who visit the library for tutoring, to hands-on art workshops facilitated by local professional artists. This synergy allows both Homework Help & Tutoring and Art at the Library a unique opportunity and creative outlet, giving our young patrons an academic advantage with tutoring and the arts. With the pilot program, we were able to serve 400 students, with an average of 25 students across 16 art classes. We are projected to serve 800 students during the course of our new schedule of 32 art classes. These free art classes, in a way, alleviate the gap that exists in the public school system, where art classes have been reduced from the school’s curriculum. ",Awarded
AWD-003129,2023,Children and Youth,Dancing Through ToddlerTime : Challenging Families to Replicate the Experience ,FL,12086,Miami-Dade County,"To launch a young reader, the library must inspire adults in their lives to actively engage with word play and books.  ToddlerTime is a literacy experience enveloped by joyful singing, dancing, and laughter. Every week, thoughtfully selected stories and songs are interwoven with tactile experiences and technological tools that empower ToddlerTime staff to successfully engage average audiences of 150 infants, toddlers, children, and adults. These incredible numbers can be directly attributed to the behind-the-scenes work of dedicated staff, the inclusion of devices that personalize the experience for each participant, decades of children’s literature knowledge, and the mindful addition of diverse techniques.  

These innovative techniques embrace various aspects of learning through play and experience so young children are engaged through multiple sensory inputs: puppets, music-makers, age-appropriate movement songs, and more, are woven into a tapestry of fun and learning that has become one of the highlights of each child’s week. ",Awarded
AWD-003130,2023,Human Services,Community IDs Program,FL,12086,Miami-Dade County,"To support vulnerable populations in Miami-Dade County, the Miami-Dade Public Library System developed and implemented the Community ID Program to identify what services a Community ID could be used for and partnered with a community non-profit to manage the Program to issue the IDs in Miami-Dade County.  Providing Community IDs to residents allows individuals to access a wide range of routine and important services in the County.  These can include obtaining a library card, visiting loved ones in hospitals, attending government meetings, picking up a child from school, returning to their home after a natural disaster, and many other examples that provide opportunities for residents to participate in essential services and programs.  ",Awarded
AWD-003132,2023,"Arts, Culture and Historic Preservation",A Stone of Hope: Representation Through the Arts,FL,12086,Miami-Dade County,"A Stone of Hope: Representation Through the Arts is a series of programs offered at the Miami Springs Branch Library intended to promote Diversity, Equity, and Inclusion. The series offers programs that connect the works of artists of historically marginalized groups to members of the community in a hands-on, engaging manner. Additionally, other programs in the series work to promote universal respect, acknowledgment, and kindness in the context of themed observances such as Dr. Martin Luther King, Jr. Day, Black History Month, Women’s History Month, etc.  Initiated in January 2023 and ongoing year-round, the series brings the works of poets and visual artists to the forefront in the form of writing workshops and art activities that connect the participant to the history, meaning, and creativity associated with the piece. These are targeted to all ages and are meant to promote understanding and inclusivity across participants of all walks of life. Named after the phrase used in Dr. Martin Luther King, Jr.’s I Have a Dream speech, the series, through the arts, aims to accomplish his dream, that “out of the mountain of despair a stone of hope” will emerge to encourage an understanding of equity and inclusivity among all participants.  ",Awarded
AWD-003134,2023,Libraries,Hammmocks Community Park Outreach,FL,12086,Miami-Dade County,"One of the goals of the Miami-Dade Public Library System is to raise awareness within the community and educate its residents by providing extraordinary programs that promote learning across the community. The Kendale Lakes Branch Library has found an effective way to re-establish a relationship with the Parks, Recreation and Open Spaces Department post-pandemic by providing outreach opportunities to the Hammocks Community Park.  

Beginning in June 2021, on Saturdays the library would supply program flyers, information on library services, story times and board games to parkgoers. This offered an outlet for children too young to participate in sports and their families by providing tabletop games to play. As a result, chess became the most popular, allowing many to play with others who normally did not have the opportunity to do so. Furthermore, our outreach initiative with the park helped create a better relationship that has led to other ways we can now offer our assistance such as hosting programs for park run summer camp programs. ",Awarded
AWD-003135,2023,Libraries,Living with Low Vision Seminar,FL,12086,Miami-Dade County,"The Miami-Dade Public Library System (MDPLS)Living with Low Vision Seminar began in 2018 out of a partnership with the Miami Lighthouse for the Blind. The Living with Low Vision Seminar includes speakers from various organizations who serve Miami-Dade and Monroe Counties such as The Alliance for Aging, The Miami Lighthouse for the Blind, the Division of Blind Services and The University of Miami Evelyn F. McKnight Brain Institute, Bascom Palmer Eye Institute, and the American Diabetes Association. The event has taken place at six locations over the past 4 years and has included keynote speakers who are medical doctors specializing in areas related to vision loss as well as free eye exams by an ophthalmologist. The latest Living with Low Vision Seminar included a tactile multi-sensory art exhibit with an environmental theme. Participants were encouraged to touch and feel the art to experience the exhibition. QR codes were provided with an audio file so participants could use their phone to hear a full description of the art piece by the artist. Each Low Vision Seminar begins with jazz music by a local blind musician who plays music created by blind composers and includes a 20-minute chair yoga segment in the middle of the event to help participants relax and focus. Miami-Dade County also provides sign language interpreters at no cost to Miami-Dade Public Library System. The Living with Low Vision Seminar has assisted, educated, and enhanced the lives of over three hundred disabled residents in Miami-Dade County. Over 300 people with visual disabilities have been assisted by attending the Living with Low Vision Seminar since 2018.    ",Awarded
AWD-003136,2023,Criminal Justice and Public Safety,CARE Program,CA,06071,San Bernardino County,"The Community Action Response Engagement (CARE) Officer Program was developed to assist our local Law Enforcement partners in improving the delivery of services and resources to our homeless and vulnerable client population as well as the general community members within these local jurisdictions.  Program goals include improving quality of life issues within the community as well as improving relationships and building trust with this population.  With that mission in mind, in January 2022, the Probation Department launched our CARE Officer Program, where a Probation Officer was assigned to a local LE agency with the objective to assist our partners and community based organizations in the collective effort to provide community outreach and quality of life services within their communities. A total of three (4) CARE Probation Officers were deployed to local police departments including the cities of Rialto, Fontana, Chino, and Ontario.  As we move forward, the Probation Department will stay the course with the commitment to partner with additional local jurisdictions to enhance the quality of life of the homeless population within their communities.",Awarded
AWD-003137,2023,Libraries,Miami-Dade Public Library Kendale Lakes Branch Chess Club,FL,12086,Miami-Dade County,"Miami-Dade Public Library System (MDPLS) always aims to provide programs that enhance the community’s life skills in an educational and recreational environment. The Chess Club at MDPLS’ Kendale Lakes Branch Library (KL) is intended for all ages. It is a program that welcomes everyone and helps to enhance participants’ strategizing and critical thinking skills. Twice a week, the program is offered, both online and in-person. Its aim is to offer everyone a fun way to relax and socialize while also sharpening their skills, no matter their playing level or preference of interaction.  

This program was created to give patrons an environment to actively participate in a fun game that not only is a well-known pastime but also is a recreational and social event that bridges the generational gap through teaching and experience. Chess Club remains a popular and sought after program with steadily increasing attendance that includes a mix of existing and new attendees. Patrons leave the program visibly beaming with intellectual pride, as well as a sense of belonging and inclusivity.  ",Awarded
AWD-003138,2023,Criminal Justice and Public Safety,Continuous Quality Improvement,CA,06071,San Bernardino County,"The San Bernardino County Probation Department has created a Continuous Quality Improvement (CQI) process to ensure staff training objectives are being met. To this end, within 48 hours of the end of a class, class participants are sent a 10 item true/false survey to assess whether or not they grasped important class objectives. Once participants respond to the CQI survey for a given class, results are compiled and presented to the Training Unit. Three distinct data points are provided for each class: (1) Survey response rate; (2) Overall average score; (3) Average score per question. Due to the mandatory nature of the CQI survey, a list of participants who did not complete the survey is sent to the Training Unit. Training Unit staff follow up with these participants. Furthermore, low average question scores are identified by the Research Unit. At this point, Training staff may take one or more of the following actions: (1) Email class participants to clarify the missed objective or objectives; (2) Ask instructors to emphasize missed objective(s) in subsequent classes; (3) Review the curriculum and update material related to the missed objective(s) to ensure objective(s) are not missed in the future. This analyzed data optimizes opportunity for improvement to training courses resulting in a better trained and well-prepared work force. ",Awarded
AWD-003140,2023,Children and Youth,Maricopa County Juvenile Probation Department (MCJPD) Detention Collaborative Tutoring Program,AZ,,Maricopa County Justice Courts,"The Detention Tutoring Program provides supplemental academic support to youth who are working towards earning high school credits and obtaining their GED during their time in secure care with Maricopa County Juvenile Probation. The Tutoring Program is made possible through the partnership MCJPD has fostered with Arizona State University’s Youth Justice Lab and Maricopa County Regional School District. Twice a week, volunteer students from ASU come to Juvenile Detention at the Durango facility and work with youth to deliver high-quality tutoring in a supportive learning environment. Tutoring takes place in the classrooms as well as on the living units to deliver one-on-one support in topics such as mathematics, language arts, social studies, and science. The teamwork of ASU students and Maricopa County Regional School District teachers and support staff allow for justice-involved youth to focus on their specific educational needs and goals. Prior to working in the detention setting, ASU students receive training in trauma-informed care, communicating with the youth, successful academic intervention techniques and overall safety and risk prevention. The collaboration not only benefits the youth served, but it also creates an unparalleled learning and role model opportunity for university students.",Awarded
AWD-003141,2023,Libraries,Miami-Dade Public Library Intergenerational Coloring Club,FL,12086,Miami-Dade County,"The Miami-Dade Public Library System's Intergenerational Coloring Club is a program that bridges the social gap between age groups through interactive activities such as coloring and group discussions. The club began in January 2022 at the Lakes of the Meadow Branch Library. The program is free of charge, and its members meet every Saturday morning from 11 a.m. to 12 p.m. in an open, safe area of the library. The program welcomes everyone, regardless of their social and economic background or language barriers. The Coloring Club creates a stress-free, creative, and collaborative environment that facilitates intergenerational communication. Through these methods, the program encourages social interaction and learning between different age groups. Due to the relaxing nature that coloring offers, participants are better able to interact with one another without feeling intimidated. The participants share the joys of coloring while also enjoying each other’s company. The program’s goal is to act as a catalyst for intergenerational relationships that close the social generational gap in Miami's community.  ",Awarded
