Award ID,Year,Award Category,Program,State/Province (Abbrev) (Organization) (Organization),FIPS Code (Organization) (Organization),Organization Name (Organization) (Organization),Abstract of the Program,Status Reason
AWD-001588,2022,Information Technology,Map-Based Application Holiday Lights,MD,24027,Howard County,"In early November Howard County leadership devised an idea to spread holiday cheer to the community and help promote holiday light displays throughout Howard County.  County Administration contacted the Department of Technology and Communications (DTCS) to create a map-based application to allow residents, private, and public organizations to easily map their holiday light displays and share their information with the public.  In less than a month DTCS developed HoCo Holiday Lights to accomplish this task.  The form was built to let users map their location, and add specific information related to their display.  Information like a display photograph, dates, hours of operation, parking restrictions and more were collected.  DTCS created a backend tool that allowed County Administration to review the submitted information and approve or deny each submittal.  The resulting interactive map contained all approved holiday light displays and information, allowed for the filtering of private versus public displays, perform keyword searches, and produce driving directions. On December 8th, 2021, HoCo Holiday Lights was officially released to the public. The application quickly gained popularity, as 44 light displays were registered within two days. By the end of December, the map was blanketed with 81 colorful holiday light display icons.",Awarded
AWD-001590,2022,Information Technology,IT Innovation at New Courthouse ,MD,24027,Howard County,"It was incumbent on the IT team to fully outfit a new Circuit Courthouse that was expected to open in July 2021. The age and structure of the previous building had posed issues for technology, such as cabling. The IT team began work on the Courthouse project on June 24, 2019. They met with contacts from the various offices to determine requirements for the state-of-the-art building. Working from June 2019 to July 2021, the team successfully prepared the Courthouse for its opening on July 6, 2021. This complex project was immense. It required that the team coordinate work with several contractors, state entities, and many county offices and departments. The team members’ level of customer service expertise enabled them to lead in the design and implementation of the technology for the entire building. Team members worked on site throughout the project and ensured all computers, fax machines, phones, printers, conference room audio visual equipment, fiber and internet functioned prior to opening day. They accomplished this astounding achievement without impacting constituents, and despite the pandemic. ",Awarded
AWD-001591,2022,Information Technology,IT’s Contribution to Vaccine Phone Bank,MD,24027,Howard County,"On January 19, 2021, The Howard County Health Department began work on a Vaccine Phone Bank to respond to residents’ myriad questions concerning the new vaccine and appointments. The Phone Bank required technical ingenuity, plus volunteers willing to quickly learn how to respond to the overwhelming number of callers and devote time to doing so. The IT team contributed both. The IT department’s Infrastructure and Support Phones team leveraged an existing Covid-19 line to address vaccine inquiries. This effort required extensive programming, as well as training for and follow-up support to members of the Vaccine Phone Bank. In addition, IT tracked calls received, as well as other valuable statistics for the Phone Bank. Due to the overwhelming number of calls, The IT Records Management team, along with other teams, immediately volunteered to answer calls. The Records Management team provided exceptional customer service, prompting some callers to reach out to County management to express their gratitude. With the major contribution of the IT team, the Vaccine Phone Bank ultimately responded to over eight thousand calls.",Awarded
AWD-001592,2022,Health,Mobile Integrated Healthcare (MIH)/Community Paramedic (CP) Program,NC,37063,Durham County,"Community paramedics are a vital link between vulnerable individuals needing 9-1-1 assistance and connections to community-based preventative health and other services. In December 2017, the MIH program of Durham County Office of Emergency Services, Emergency Medical Services (EMS) Division began helping to bridge the gap between healthcare and social determinant needs for at-risk and under-served community members. 

Our team of CPs focuses on:
1)	Harm reduction interventions for those who have experienced an opioid or other substance use emergency. CPs provide free naloxone kits and referrals to a behavioral health crisis center for an average of 75 opioid-related EMS calls per month. CPs attempt to reach 100 percent, but the average is 10-12 percent.
2)	COVID vaccination for homebound persons, their families, and caregivers. Since June 2021, over 250 persons have received COVID vaccines in their homes. 
3)	Assisting familiar faces. CPs achieved a 20-25% decrease in 9-1-1 calls for service by connecting persons to medications, primary care, arranging transportation to outpatient services, and providing preventative education. 
4)	Falls Prevention. CPs visit older adults who have experienced falls to help them reduce fall risk, connect them with community-based resources, and help them remain safe at home.
",Awarded
AWD-001593,2022,Information Technology,COVID-19 Water/Wastewater Assistance Program,VA,51041,Chesterfield County,"At the onset of the COVID-19 pandemic, Chesterfield County leadership quickly recognized the need to provide financial assistance to residents and businesses impacted by record economic downturn and unemployment. As part of a similar response, the county’s department of Information Systems Technology took steps in maintaining continuity of services and promoting safer interactions and transactions by moving many in-person services online and investing in our digital engagement capabilities with new interactive forms technology. Using these newer advanced forms, we developed solutions to enhance the economic support programs in the form of financial relief applications for water and wastewater customers who had fallen behind on utility bill payments. 

This COVID-19 Water/Wastewater Assistance Program was a model for a positive citizen experience, leveraging many technologies that supported and connected to each other to drive automation and efficiency and deliver impactful benefits to citizens when they needed it most. Nearly 4,800 households in Chesterfield County applied for the program since launch. Of those applications, 4,000 met the criteria for utility bill relief, bringing those families and businesses completely out of arrearage. In total, Chesterfield County administered over $1.4 million in relief through the COVID-19 Water/Wastewater Assistance Program.
",Awarded
AWD-001594,2022,Planning,Forecasts for Communities: Data-Driven Population Projections ,VA,51041,Chesterfield County,"Forecasts for Communities utilizes census demographics and real estate housing trends to understand future service needs for our residents, businesses, and visitors. Aligned with the Capital Improvement Program, the team evaluated forecasts for Parks & Recreation and the Public Library.  The cross functional team included Deputy County Administrators; Budget, Parks, and Library Directors and subject matter experts; technology leaders and staff; and data engineers and data scientists from Catapult Systems, a Microsoft Gold Partner.

The team started exploring Parks and Library data sources but quickly realizes the quality and completeness was not useful for machine learning algorithms to predict the future. As service delivery for both organizations is based on population the team shifted to predicting population utilizing the Chesterfield Real Estate data combined with census demographic data.  Previously, the Comprehensive Planning unit has forecasted population at a county-at-large basis.  Our approach utilizes a scientific model to generate custom geographical clusters and use a proxy of housing unit bedrooms. This approach was reviewed with the UVA Weldon Cooper Center for Public Service Demographics Research Group who informed us of quality concerns with the 2020 census data at the census block level.  
",Awarded
AWD-001595,2022,Criminal Justice and Public Safety,SHARP/WEAR Program,NC,37147,Pitt County,"The discussion of mental health and substance use is not an unfamiliar topic. There has been an enormous influx of resources made accessible to many within the past five years! Within Pitt County, the community's need to combat substance use, decrease crime rates, enhance mortality, and address mental health has been challenging. From 2014-to 2017, the incarceration rate within Pitt County (331.3 per 100,000 population) was higher than the incarceration rate in the state of North Carolina (276.7) and region (232.6).
On July 15, 2019, Sheriff Paula Dance officiated Medication Assisted Treatment (M.A.T) within the Sheriff's Heroin Addiction Recovery Program (S.H.A.R.P), and The Women's Empowerment and Recovery Program (W.E.A.R) within the Pitt County Detention Center. Nonetheless, these programs are the first of their kind in North Carolina. The programs address and eliminate barriers of individuals struggling with alcohol use and substance use disorders. Additionally, it aids in bridging the gap between citizens, community resources, and law enforcement. Since the implementation of the program, many participants have obtained the necessary coping skills, community resources, and ongoing treatment necessary to sustain long-term recovery.
",Awarded
AWD-001596,2022,Libraries,KPI Reporting for Staff Freedom and Responsibility ,VA,51041,Chesterfield County,"Public libraries, as an institution, have typically found it difficult to quantify impact to their communities.  While widely acknowledged as central to quality of life, internal decision making on how to use resources has often relied on past practices and assumptions.  To make more data-driven decisions, use resources in the most efficient way possible, and have timely feedback on what products and services are most valuable to the public, CCPL used internal resources to build a performance dashboarding system delivering timely and accurate branch performance data and analysis.  This system replaces an outdated performance assessment system which did not allow for objective, measurable, and iterative progress towards individual or system goals, helping to rebuild metrics towards pre-pandemic levels.  As a result of this system, customer opinion has risen, and branch volume has built back up quickly after pandemic-related closures.  As of December 2021, physical circulation at CCPL is at 80% of pre-pandemic levels, and door count is at 60%, an impressive achievement given the headwinds facing public libraries today. ",Awarded
AWD-001597,2022,Criminal Justice and Public Safety,Re-entry Housing: A Community Tool for Transitioning from Prison,NC,37119,Mecklenburg County,"In addressing stabilizing factors for individuals returning from incarceration, Mecklenburg County (NC) Re-Entry Services has developed a housing program to insulate homeless clients against recidivism.  After a three-year pilot program, a formal program with a Resource Coordinator and contracted housing vendors was established in FY2019-2020.  Using a two-year reconviction recidivism rate results show that housed clients recidivate at a rate of 10% as compared to rates many times higher in other studies.  The program also provided housing during COVID-19 and exemplified the flexibility that often accompanies local government funded programs in response to community challenges.  The program is a component of the larger Re-Entry Services program which provides prison in-reach, comprehensive case management, validated risk/needs assessments, vocational and educational supports for employment, and connection to numerous community-based service agencies.  The housing program has a network of transitional houses and provides three full months of rental assistance followed by several months of assistance supplementing the client’s rental contribution.  Clients are also assisted with applications for benefits through SOAR and referral to permanent housing providers.",Awarded
AWD-001599,2022,Health,Wellness Program,VA,51041,Chesterfield County,"On April 1, 2021, a core group of personnel that represented the makeup of the Sheriff’s Office had its first Wellness Committee meeting.  Our goal was to create a wellness program that not only addressed the obvious and unspoken effects COVID-19 was having on our staff, their families, and our communities, it also would address the health concerns that arise from service as a Law Enforcement professional.  Our policy statement is:

The Chesterfield County Sheriff’s Office wellness program is designed to enrich the lives of its employees by improving the physical, mental, emotional, and spiritual health of all employees.  Through education, collaboration, and participation employees will develop a balanced lifestyle that enhances their personal and professional lives.  
",Awarded
AWD-001601,2022,Information Technology,Save Your Spot - Vaccine Scheduler,MI,26125,Oakland County,"During the COVID-19 pandemic, there was a significant increase in residents requesting more information from the Oakland County Health Department (OCHD) regarding the COVID-19 vaccine options along with details on how/when they could schedule vaccinations for themselves and their loved ones. 

Although OCHD has a web-based clinic appointment and vaccine scheduler, the demand and new processes for mass distribution required a new, reliable solution.

Already familiar with Qualtrics XM, OCHD and Oakland County Information Technology partnered with Qualtrics to develop a new Save Your Spot and Vaccine Scheduler for use by all residents, clinic staff, and volunteers. The new solution provided opportunities to better engage with residents, answer questions regarding distribution and eligibility, and reduce strain on the OCHD Nurse-On-Call help desk.
",Awarded
AWD-001602,2022,Information Technology,Access Database Health Check - Measuring Risk,MI,26125,Oakland County,"Oakland County is committed to digitalizing government by implementing high-quality, high-value technology solutions for its citizens and users.  While operating under a fixed budget, technology portfolio investments must be assessed and prioritized major factors used in the prioritization process including business need, risk reduction, operational efficiency, information security, financial benefits, process improvements and legislative/legal requirements.

Oakland County Information Technology (IT) utilizes the Master Planning process to prioritize projects.  A tool developed in 2017, known at the County as Tech Debt Check has been used successfully in Master planning efforts to assess health and measure the technical debt (risk) of applications at the county. 

With the success of the Tech Debt Check tool and its use for project prioritization process, Oakland County IT developed a tool to assess the health of Access databases at the county for year 2021. Access databases are scored based on application criticality, data classification, version, and data storage. Understanding these factors helps IT Inventory Access databases at the county and assess the need for migration to a more secure database product.

",Awarded
AWD-001603,2022,Information Technology,Automated Call Distribution Transformation,MI,26125,Oakland County,"The COVID-19 pandemic brought a significant need to allow Oakland County (OC) staff to work effectively remotely. The overarching goal of Oakland County Information Technology’s (OCIT) Cloud Strategy is the ability to run any time and run anywhere. The need to support citizens calling in to the County call center for assistance, in the light of these times, has given OCIT reason to define a solution for OC staff when remotely working.

With a continued focus on Cloud, our strategy states: “As we look toward our future, Oakland County is looking to establish a Cloud Smart approach to application infrastructure”. Through Amazon Web Services (AWS) we found a software-based solution to the hardware-based Telephone Automated Call Distribution (ACD) system. 

OCIT developed software-based ACD systems to replace the hardware-based ACD systems in place. The new solution provided opportunities to better engage with citizens, provide the modern ability to allow people to not stay on hold waiting for an agent to answer their questions.
",Awarded
AWD-001604,2022,Health,Online Reporting of Septic System Malfunctions Improves Customer Response,NC,37183,Wake County,"In June 2021, the Wake County Water Quality Division (WQ) implemented an online form for the public to report septic system malfunctions, facilitating a 50% reduction in staff response time.  Prior to this process improvement, reporting malfunctioning septic systems required that residents call the Customer Support Center (CSC) to report an issue. This initiated a multi-day, multi-division response requiring additional steps from customers and manual completion of an application that included right-of-entry authorization. The online form allows residents to submit septic complaints and repair requests 24 hours a day and includes digital authorization allowing WQ to access and investigate the septic issue.  Once information is received, the request is directly entered into the county permitting system to notify technical staff to call or visit the site.  This process reduced site visit response time from an average of 4 days between FY19 to FY21 to 2 days in FY22.  Wake County can now provide this State-mandated service more efficiently. The development of a webform not only improves customer service by reducing processing time, it also helps protect public health and natural resources by reducing potential exposure to harmful bacteria.",Awarded
AWD-001605,2022,Information Technology,Security Investment Assessment,MI,26125,Oakland County,"Spending on Information Security processes, tools, and personnel is fraught with many problems.  Questions on the right level of spending, ensuring that spending goes against the right areas that need it, and the right personnel to run/monitor it are front and center.  In the background, but no less important are: how can I justify and defend my current spending allocation to my team, my IT Leadership, the County Executive, an external auditor or to a concerned citizen?  How can they be assured the Security program is spending its resources in a manner that will reduce the most risk per dollar spent, rather through the purchase of new tools, creation or enhancement of processes, or remediating risk with current processes and tooling?

It is against that backdrop that Oakland County undertook a journey to define a set of processes and tools to help create a repeatable, defensible methodology to ensure an efficient allocation of tax dollars across the multitude of people, processes and technology needed to defend against attacks in today’s shifting threat landscape, and to do so in a defensible, cost effective manner
",Awarded
AWD-001606,2022,Information Technology,Probation Hotline,MI,26125,Oakland County,"As technology continues to evolve, so does Oakland County Information Technology’s (OCIT) approach to service delivery. The overarching goal of OCIT ‘s IT Strategy is the ability to run any time and run anywhere. This has been put to the test over the last two years with COVID and the enablement of remote work. The County must balance the optimal configuration for performance, reliability, and cost. 

Oakland County has been leveraging cloud computing technologies for some time. We have many successful Software as a Service (SaaS) implementations and some Infrastructure as a Service implementations. As the remote work need expanded so did the County’s appetite for new and innovative solutions to problems. 

The County was in the process of a major telephony upgrade when COVID started.  The legacy phone system was unable to support remote work effectively.  Our Probation Services for the Sheriff and District Court were impacted.  A better way was needed to supply people on probation with the necessary information for random drug testing.  The County turned to Amazon Web Services (AWS) for a solution.  We were able to pair a new auto attendant solution with custom built AWS Lamda functions to deliver a better solution.    
",Awarded
AWD-001608,2022,Human Services,513Relief Bus,OH,39061,Hamilton County,"The Hamilton County Equity and Resource Mobile Tech Bus (also known as the 513Relief Bus) is a one-stop mobile resource center that brings resources directly to residents who need them the most. Over the course of the pandemic, it is clear that the effect of the pandemic on residents’ physical and economic wellbeing has not been borne equally, and the 513Relief Bus was designed to address these disparities. The 513Relief Bus brings healthcare, economic resources, and social services to underserved communities by removing barriers to access and making these in-person services available in one convenient neighborhood location. The 513Relief Bus provides access to Covid-19 vaccines, emergency rent and utility funds , family support, childcare assistance, cash assistance (TANF), food assistance (SNAP), Medicaid, workforce training referrals, and more. The program is managed by Hamilton County’s Economic Inclusion and Equity Department in partnership with Hamilton County Job & Family Services (HCJFS), Hamilton County Public Health, and a variety of community organizations. During its first year of operation in 2021, the 513Relief Bus team administered over 1500 vaccinations and helped over 4,100 citizens received services at 79 community-based locations.",Awarded
AWD-001610,2022,"Personnel Management, Employment, and Training",BEAT Assessment measures organizational maturity and progress toward equity,WA,53033,King County,"Equity and social justice (ESJ) have been an integrated part of King County’s work since 2008. Some metrics measured progress; however, our organization needed a scoring process that measured qualitative data and fostered conversations. 
The Department of Executive Services (DES) developed the BEAT Assessment to fill this need to measure progress toward greater equity and social justice. BEAT stands for Beginning, Exploring, Applying and Transforming, four levels of organizational maturity in the equity and social justice journey. The BEAT Assessment measures eight areas of maturity, plus an overall assessment. The BEAT Assessment is designed to empower individuals and workgroups to gauge where they are in relation to equity and social justice goals. The scoring categories align with the county's annual employee engagement survey questions to measure changes in sentiment and compare the survey’s quantitative data with the BEAT Assessment’s qualitative data.
Based on 2021 engagement survey results, scores in DES show significant improvement, more so than the rest of the county. All divisions showed improvement, with positive movement in each category. See “DES Division Beat Assessment Notation” for details. 
While the scores and the improvement are significant, it is the conversations around equity and social justice that drive progress, not the numbers. ",Awarded
AWD-001611,2022,Children and Youth,Children Awaiting Placement Project Management Team,CA,06071,San Bernardino County,"Transitional Care is “the care and supervision required to be provided by the child welfare agency during the period between removal of the child and/or non-minor dependent from their home or from an approved or licensed care provider and the placement of that child and/or non-minor dependent with an approved or licensed care provider.”  Children and youth needing Transitional Care are typically teenagers with mental health issues who are hard to place in approved placements due to their behaviors and special needs. To address this issue, CFS established a dedicated Core Children Awaiting Placement (CAP) Project Management team tasked with taking a multi-pronged approach to the problem. Due to its success, the CAP team became embedded in the policy structure of CFS and will provide continued project management support for other pressing issues.",Awarded
AWD-001612,2022,Parks and Recreation,55+ Bocce Ball League ,MD,24027,Howard County,"The 55+ Bocce League is a program offered by the Howard County Department of Recreation and Parks that gives older residents an active, social outlet for one of the fastest growing sports in the county. This program allows older adults the opportunity to engage in a fun physical activity regardless of their fitness level.",Awarded
AWD-001613,2022,Parks and Recreation,Outdoor Preschool Programs,MD,24027,Howard County,"In fall 2020, Howard County Recreation & Parks’ Robinson Nature Center found a unique way to provide social, emotional and pre-kindergarten readiness skills to children whose parents were not able to send them to in-person school or day care due to issues surrounding COVID-19. The Center’s staff created outdoor-only preschool nature classes. They met twice a week on Tuesdays and Thursdays from 9 a.m. to noon for eight weeks. During the classes, children used emergent learning techniques to explore the world around them. They practiced pre-K skills that included listening, counting, sorting, and categorizing, while engaging with their peers in social and learning tasks. For several children, this was their first school experience.

The original “Lil’ Pine Cones Outdoor Explorers” and “Friday Morning Nature Explorers” class served 24 children (4-5-year-olds). Since the original offering, community demand has grown exponentially. In spring 2022, despite a different COVID-19 landscape, the Center has expanded to offer not only a Tuesday/Thursday class, but two classes for 3-year-olds that meet once a week (one on Wednesday and one on Friday) and a bi-monthly parent/child play group for 2-3-year-olds that meets on Tuesdays. The full suite of programming now serves 60 families each month.",Awarded
AWD-001614,2022,Human Services,Marketing Campaign,CA,06071,San Bernardino County,"Facing the challenge of decreasing caseloads statewide and in the local area, the San Bernardino County Department of Child Support Services (SBDCSS) conducted research, via listening sessions, customer surveys, Census Bureau data, and internal data analytics, and determined there wasn’t a clear understanding of the services offered by SBDCSS. Furthermore, the research revealed there were opportunities to connect with underserved areas within the community. 
SBDCSS took a proactive approach in looking for ways to increase customer engagement and outreach to potential customers. The SBDCSS Marketing Workgroup developed a Marketing Campaign geared toward promoting services to existing customers and creating awareness of the Child Support Program to potential customers.
Using a three-pronged approach, SBDCSS created a slogan to rebrand the organization, utilized social media and community partners to educate the community, and targeted underserved areas through outreach efforts.  
The initial data review for the 3rd quarter of 2021, shows an increase of 25.72% in new case openings and an increase of 19.54% in case opening applications. The enhanced social media presence has resulted in an increase of followers across various platforms, including 700 new Spanish Speaking followers on Facebook and an increase of over 346K new website visitors per Google analytics.
",Awarded
AWD-001615,2022,Human Services,QLess,CA,06071,San Bernardino County,"San Bernadino County Department of Child Support Services (SBDCSS) recognized that today’s families lead complicated lifestyles, and customers expect us to provide more digital services that can save them time.  

SBDCSS implemented QLess, a queue management system that allows customers to wait in a virtual line rather than a physical one. QLess empowers customers to join a virtual line from wherever they are; home, work, or watching their child’s baseball practice.  Customers can access QLess from various platforms; the SBDCSS website, mobile phone or personal device, or an on-site kiosk. 

QLess allows SBDCSS the capability to provide customers communication as they move through the line, collect data through surveys, view real-time virtual lobby activity, triage customer requests, conduct interviews, and resolve concerns without the customer driving to a physical office.  
",Awarded
AWD-001616,2022,Civic Education and Public Information,Keeping the Public Informed and Updated During and After COVID-19,NJ,34009,Cape May County,"The impact of the pandemic affected every state, county, and municipality in different ways, and the reaction from each county was equally different.  Not only were Cape May County’s government services and schools disrupted but the economic well-being of the County was at stake.  Tourism is a nearly $7 billion industry, second in the state, with a record in overall spending in lodging, rentals, food and beverage, retail, recreation, and transportation in 2019.  In 2020, Cape May County lost $1.54 billion in direct tourism spending.

With 59% of all countywide residents employed in the tourism industry and the government the second largest employer, it was imperative that our County Commissions develop a plan that would address the economic downturn.  Regular and accurate communication between the government and the residents as needed.  This program ran for two years and the impact of the program resulted in recovery efforts, with an economic return near the 2019 numbers.

April 2020, occupancy was down 99%, and as restrictions were eased tourism revenue increased slightly each month for the next 19 months.  The awareness coupled with the confidence campaign was in full swing and business owners were seeing an uptick in business.  The summer months saw an increase in visitors bolstered by the return of visitors.  By December 2020, tourism direct spending saw the smallest decrease statewide, with an overall decline in spending of 21.1%. However, the actual loss in dollars to the County was $1.54 billion in revenue.  Cape May County’s loss in direct tourism spending was more than 15 of the 21 counties in the state generated.

Employment was down by more than 3,600 hundred jobs, a loss of 13.5%. Visitor loss was 19% in 2020, going from 10.2 million to 8.2 million due to the pandemic.  Revenue and employment losses impact countywide employment year-round.

The “Safely Together” campaign was well thought out and encompassed all levels of communications from County government to residents, second homeowners, visitors, business owners, and local government officials. The tourism season was fast approaching and the loss of potential summer revenue, the impact on local businesses, and the unknown consequences of the shutdown and restrictions were of serious concern.  
 
The Safely Together program worked to address the health and safety of all residents, especially those in long-term care facilities, the aged and most vulnerable, and the fragile tourism economy of the county. 
",Awarded
AWD-001617,2022,Parks and Recreation,Outdoor Signing Day,MD,24027,Howard County,"In fall 2021, Howard County Recreation & Parks’ (HCRP) Robinson Nature Center, Therapeutic Recreation and Park Rangers created an annual special event for those who are deaf and hard of hearing. Precipitated by conversations with a deaf volunteer, the program was created to provide full access to this community. This eliminated the need for people to request accommodations ahead of time.

HCRP leads Maryland in providing accommodations. HCRP provides assistance in any program at no additional charge. Ex: providing a participant a one-on-one aide or sign language interpreter. Outdoor Signing Day took this a step further by creating a program for those that are hard of hearing – making the event fully accessible rather than waiting for accommodation requests. 

During the COVID-19 pandemic, HCRP recognized that the hard-of-hearing community, many of whom utilize lip reading and interpret facial expressions to fully communicate, had their opportunities for recreation and socialization impacted through use of facial masks. In its first year, the event was held outdoors and utilized face shields, face masks with clear pockets to allow for lip-reading, visual aids created by students from the ASL program of a partnering community college, and social distancing to allow for the best communication possible.",Awarded
AWD-001618,2022,"County Resiliency: Infrastructure, Energy, and Sustainability",Removing Barriers to Solar Energy,MD,24027,Howard County,"Howard County’s Removing Barriers to Solar program helped demystify solar while also making more solar installation options available to residents and businesses across the county. This program included several key elements. An education and technical assistance effort provided residents with information and resources to help them lower electricity costs by implementing solar at home or by investing in a local community solar project. The county also convened a Solar Task Force of diverse stakeholders to identify barriers and solutions to solar installation as well as to find a balance between the need for clean energy generation and the preservation of local agricultural production. Task Force recommendations triggered a detailed review of solar-related zoning regulations by county staff, which led to passage of a comprehensive Zoning Regulations Amendment that opened more zoning districts to solar development, streamlined the zoning application process for personal use and commercial use solar facilities, and better aligned the policy governing commercial solar facilities on Agricultural Land Preservation Program (ALPP) properties in support of farmland and farmers. The county also began offering more Payment in Lieu of Taxes (PILOT) agreements to reduce the tax burden on solar developers, bringing more clean energy, local jobs, and supplemental income to the county. ",Awarded
AWD-001619,2022,Criminal Justice and Public Safety,Connected Public Safety Advancements,VA,51137,Orange County,"Orange County has demonstrated its commitment to public safety through meaningful organizational and technological improvements. 

The new integrated, multi-use, Public Safety Building stands as a prominent example.   The structure itself provides cutting-edge technologies coupled with innovative organizational realignments. In the facility, we co-located all public safety departments to promote collaboration, efficient response, and streamlined communications. Information Technology also gained a new home; its ever-growing integration of cybersecurity and digital infrastructure are critical to the success of the public safety teams.  

From a technological perspective, the new mobile-ready computer-aided dispatch (CAD) can associate disparate datapoints (suspect’s record of police interactions or a patient’s medical history) and present them in a variety of real time formats to first responders. Most astounding of all, the new P25 digital land mobile radio system represents a massive leap forward for our community. Voice and data communications are now available at 95% coverage, up from 17%, with improved functionality, agency integration, and multiple layers of redundancy. 

The result of these efforts is a community that is strategically and tactically positioned for public safety responsiveness across our agencies and the region.",Awarded
AWD-001621,2022,Parks and Recreation,Park Ranger Training,MD,24027,Howard County,"Howard County's Park Rangers assist in a variety of essential county services that include, but are not limited to, crowd control, event security, parking compliance, park behavior, educational events, outreach, forestry, wildlife and open space conservation, deer management, and investigative work related to environmental damage, wildlife poaching, and unpermitted activities. A strong training program is essential.

In 2021, the Rangers revitalized their training program to enhance newly hired personnel’s ability to serve the public. A combination of cross-training from interagency partners and supervised field training resulted in a dynamic work force. Topics covered included the following:

•	Crisis Intervention
•	Oleoresin Capsicum Spray
•	Self-Defense Tactics
•	Code Enforcement
•	Verbal De-escalation Techniques
•	Opioid Overdose Response
•	Search and Rescue
•	Inclusion and Cultural Awareness
•	Incident Report Writing

The key to the success of new Rangers was providing skills and tools to respond and adapt accordingly in an ever-changing work environment. As ambassadors of the parks, Rangers strive to serve the public through education and conservation, while fostering a safe and welcoming recreational experience. Their commitment reflects the department’s core values and in accordance with the county’s mission to focus on protecting our communities, supporting our public safety professionals, and upholding the public’s trust.",Awarded
AWD-001622,2022,Parks and Recreation,Reindeer Games,MD,24027,Howard County,"The Howard County Recreation and Parks (HCRP) Community Outreach and Engagement team decided to offer a free, holiday-themed family program, Reindeer Games at Roger Carter, to welcome the residents of Howard County back to HCRP facilities and programs. When creating this event, the team considered accessibility, affordability, and outreach. This was done by sending out targeted marketing to our minority communities with multi-lingual flyers. There were staffing and administrative fees associated with registration and facility usage which came out of the department’s budget. Expenses were quite low by using sustainable practices including reusing existing supplies, donations, and sponsorships. 

Through partnerships and creativity, Reindeer Games was a success based on the survey given to participants. HCRP worked with teens from Centennial High School National Honor Society which gave them needed community service hours required for graduation. Other event partners were the Howard County Minority Officers Association, Howard County Library System, Howard County Health Department, and State Farm Insurance. A special note about the event's outcome is that through donations, Reindeer Games assisted five families in need through a combined total of $1,000 in gift cards right before the holidays.",Awarded
AWD-001623,2022,Criminal Justice and Public Safety,Law Enforcement Assisted Diversion,NM,35001,Bernalillo County,"The Law Enforcement Assisted Diversion/Let Everyone Advance with Dignity (LEAD) Program expands Bernalillo County’s efforts to identify, respond to, treat, and support those impacted by illicit opioids, stimulants, and other drugs of abuse through pre-arrest programing for individuals who commit low level, non-violent, drug related offense.  LEAD is supported by a Comprehensive Opioid, Stimulant, and Substance Abuse Program (COSSAP) grant from the United States Department of Justice and was developed as part of the Comprehensive Addiction and Recovery Act (CARA) legislation.
The cornerstone of LEAD is its emphasis on partnerships and collaboration across the public health, behavioral health, criminal justice sectors.  Effective community responses leverage the combined expertise of each of these disciplines and rely upon unified and coordinated strategies. The Bernalillo County LEAD Program is a collaboration between the County of Bernalillo, the Department of Behavioral Health Services (DBHS), the State of New Mexico, the United States Department of Justice, the MacArthur Foundation, the Urban institutes, the Second Judicial District Attorney’s Office, the Law Offices of the Public Defender, the Bernalillo County Sheriff’s Office, Albuquerque Police Department, and other key stakeholders. 
",Awarded
AWD-001625,2022,Information Technology,Department of Airports AOA Driver's Training Video and Exam,CA,06071,San Bernardino County,"The Airport Operations Area (AOA) online training and exam supports safety at six General Aviation Airports and assists with the reduction of Vehicle/Pedestrian Deviations. The Airport Operations Area (AOA) is the portion of an airport designed and used for landing, take off, or surface maneuvering of aircraft.  A Vehicle/Pedestrian Deviation is any entry or movement on the movement area by a vehicle (including aircraft operated by non-pilots) or pedestrian that has not been authorized by air traffic control. The Federal Aviation Administration (FAA) requires airports to explore options to alleviate various safety issues occurring within the AOA by providing initial and recurrent training, controlling access to the AOA and discussing airport rules, regulations and driving procedures by airport users in preparation of the AOA Driver’s Exam.  ",Awarded
AWD-001626,2022,Human Services,Helpful Resources for Seniors Booklet Puts Vital Resources at Seniors’ Fingertips,CA,06071,San Bernardino County,"The Helpful Numbers for Seniors (HNFS) booklet is a resource directory for seniors containing information for food/nutrition, housing, medical and safety resources throughout San Bernardino County. Each resource’s contact information and description of services are reviewed and revised yearly to ensure published information is accurate. DAAS-PG, which doubles as the Area Agency on Aging, supplies the booklet to its regional offices, offices of the County’s Board of Supervisors and other County departments for distribution to the public. The booklet is also provided at various outreach events throughout the county. The HNFS booklet is an asset for a vulnerable population faced with the fragmentation and scarcity of badly-needed resources.",Awarded
